Comment,Predicted Class,Label
wil go release java course sir,interrogative,4
sir bought ur course yesterday may know how many day can aces unlimited,interrogative,4
sir be ?,interrogative,4
clearer time sir thank must not though,corrective,3
here 's implementation java ,miscellaneous,6
sir please ad section like dynamic program important topic data structure udemy course,imperative,5
amaze sir thank much make fre video,positive,1
nice video btw thats not asociative property distributive,corrective,3
 ? vesdcgkatc,miscellaneous,6
two ?,interrogative,4
hi abdul sir please make whatsap group student can discus problem wil help student alot,imperative,5
sir please delete previous video mcm,imperative,5
wonderful respect sir like way lecture,positive,1
legend,positive,1
another epic statement time be save have write one thank,positive,1
epic statement be one day examination,positive,1
thanks do pas algorithm exam maximum result profesor bari be best thank lot italy,positive,1
best data structure tutorial ever se youtube way teach be mind blowing simple elegant purchase course udemy expres gratitude fre video uploaded youtube thank,positive,1
video get algorithm clas thank much,positive,1
sir please please upload video manacher 's algo onlogn li problem,imperative,5
want learn directly go have solve mark question board examthanks abdul bari,positive,1
thanks baje videoslove nepal,positive,1
plz plz plz make video bucket radix count sort wel they 're nowhere youtube,positive,1
may god bles family sir,positive,1
be amaze profesor admire much answer every posible question regard every topic instead state formula deserve stand aplause sirthank much sirkep kind video sir help milion studentsone request want make be please explain asymptotics great detail,imperative,5
thank sir sir care u student take time make new video explain previous unexplained thing certain topic aproach be genuinely amaze friendly towards beginer that 's something teach complex topic simple understandable way be what great teacher can achieve have achieve teach wil remember lot student time come,positive,1
asalamualaikum teacher may alah give great reward knowledge teach amin teacher want learn paralel program system program use c udemy please hehe,imperative,5
be paid data structure algorithm course udemy but have uploaded video algorithm section youtube what be use buying udemy course ? be cheat student ? please answer,negative,2
randomize algorithm ned sir thank much video have help u lot may plz make video randomize quicksort hire problem,interrogative,4
mr bari video be excelent explanation be always clear point,positive,1
sir be not able buy ur udemy course use indian debit cardwhat do ? ?,interrogative,4
two word explanation video amazingly awesome,positive,1
great job sir realy apreciable dedication put teach thank,positive,1
awesome sir,positive,1
guy be gemloved video,positive,1
sir please please make course algorithm udemy but code algorithm also like one data structure,imperative,5
one special gift alah bles year be vedios may almighty bles thank much,positive,1
sir pls make vdio red black tre,imperative,5
think be best ever video have watch youtube thank much efort sir,positive,1
protect timewatch perfect,miscellaneous,6
legend god,positive,1
why price udemy course kep vary much ? ? from,interrogative,4
thank sir,positive,1
god algorithm great sir,positive,1
respect sir like way teach could plz make video sort technique like radix sortshel sort etc,imperative,5
sir plz recomend bok data structure algorithm could refer along udemy course,imperative,5
sir please make core c subject course udemy,imperative,5
abdul bari be back king be back,positive,1
rada na bhau,miscellaneous,6
thank sir ur efort provide detail explanation topic can plz make video how read technical subject get master subject cse like compiler designdbmsand co computer organisationhave tricky concept plz give advice can learn teach others like,imperative,5
abdul god bari,positive,1
thanks sir,positive,1
sir one important question be necesary write algorithm every problem can find direct solution every problem exam write,interrogative,4
thank sir make videon tuesday da paper be,positive,1
thank thank thank birthday today dis video fel like gift best teacher algo,positive,1
sir could start teach python program would realy help,interrogative,4
thank much sir video,positive,1
video not teach but also inspire create fel algorithm can conquer,positive,1
sir change resultant table mater long term however,interrogative,4
sir wil come machine learn algorithm ? ? ? plz prepare machine learn video,interrogative,4
take can dance abdul bari,miscellaneous,6
sir welcome back be expect new video data structure,imperative,5
love sir please make video system design,imperative,5
love sir exact topic which be search thank much,positive,1
sir can uplode video puzle problem plz,interrogative,4
sir wan na like wan na know every thing know how do learn thing perfectly ? p i 'm realy curious,interrogative,4
please do course dbms wel,imperative,5
legend be back,positive,1
best algorithm teacher youtube video help clear thank,positive,1
sir one best program data structure algorithm profesor have ever met entire life,positive,1
sir ab ky mtlbab humara ada ka paper ho gya,positive,1
sir aj hi da ka paper deke aya hun mark aya yeah question,positive,1
sir plz ad space complexity code comptition exam,imperative,5
welcome back,positive,1
thanku sir,positive,1
thank much sir,positive,1
complexity ?,interrogative,4
useful,positive,1
can say how could find problem,interrogative,4
can say how could find problem,interrogative,4
sir find value time first term be not aplicable value but wij have ad which be not equal zero why be not consider term ? get doubt please reply sir,interrogative,4
sir can spend life blesing apreciation felow student around world,positive,1
absolute madlad,miscellaneous,6
how many enginer give like,miscellaneous,6
thanks sir have two question should equal formula cij wij minik≤jcik ckj example cost be minimum which should chose ? ? please guide,corrective,3
sir be calculate cij ij why take instead wij know wont get minimum but wij left final value ? be mis something ?,corrective,3
sir what program ?,interrogative,4
amaze thank,positive,1
amaze explanation sir thank much,positive,1
dear abdul bari sir thank much video which have provide fre time education certainly become busines may god give strength dream come truebeautyofindia thankfuly abhinav indoremp,positive,1
true legend,positive,1
excelent sir be useful,positive,1
thank,positive,1
thanks sir,positive,1
thanks lot sir love way teach mesmerize,positive,1
thank sir god explanation,positive,1
be best explanation available topic internet far thank sir,positive,1
asalamu alaikum sir be no one like teach field,positive,1
abdul be man,positive,1
great videosthanks sir,positive,1
thank much,positive,1
sir please do video algorithm ned,imperative,5
thank sir video da,positive,1
advance part algorithm,miscellaneous,6
get exam tomorow be watch thank much sir,positive,1
sir can please explain graph match edmond 's blosom algorithm compute augment path please,interrogative,4
thank be savior,positive,1
great explanation,positive,1
nul check also comparison square node,interrogative,4
hi sir may check course content course master algorithm data structure course udemy ?,interrogative,4
thanks nice explaination,positive,1
video be helpful thank sir,positive,1
thank sir,positive,1
should cost c respectively,interrogative,4
sirthank muchexcelently explain,positive,1
sir please continue java series be eagerly wait,imperative,5
sir thank much video dav give best exam ur videosthe way thought be perfect efective u sironce thank much sir lok many video,positive,1
asalamualaikum sir have course automaton watch kashmir university,interrogative,4
can please upload video bipartite graph augmentation concept,interrogative,4
sir please continue java series plz sir seriously best teacher kep god work,imperative,5
sir explain thing easy way thats why bought course udemy sir plz make course computer network competative program etc,imperative,5
sir plz make video automaton computation theory computation automaton plz sir ur way learn be great thank sir,imperative,5
do so wel sir please upload many algorithm canand video aslothank much,imperative,5
awesome teach nobody can teach like,positive,1
precious video,positive,1
thank ad video later core content be cover previous video be many left list,positive,1
sir please make video red black tre operation include join spliting,imperative,5
thank much,positive,1
congratulation subscriber sir,positive,1
thanks sir god teacher,positive,1
sir be best wonderful job help u,positive,1
wow nice explanationsir,positive,1
return legend,positive,1
thanks lot start dp series sir one best youtubers,positive,1
nice explanation siry javaid,positive,1
thanks share btre order key leaf wel scenario ?,interrogative,4
sir be big fan explanation be unique please sir upload video data structure,imperative,5
mashalah be simply legend sir may alah swt reward justice have student old student,positive,1
nice,positive,1
thanx sir,positive,1
may alah give best way explain be much wel profesor who be graduate form ivy league university bought course udmy material become easy,positive,1
helpful have create vision check system grid game be work base algorithm first try wikipedia found pseudocode be incorect video help understand how algorithm work found be be trivial tweak octant thank much,positive,1
sir be tel be no gap real life theoritical main gap hai how ?,interrogative,4
please can upload lecture midpoint circle elipse algorithm graphic,interrogative,4
be eror right ? always pdydx,corrective,3
people like be bles beautiful skil teach thanks god teacher u,positive,1
sir lecture be god thank sir,positive,1
best explanation bresenham 's algorithm have ever heard,positive,1
god explanation,positive,1
watch video thank later,miscellaneous,6
outstanding love bd,positive,1
sircan numerical do asume point y ?,interrogative,4
sir be super explain unbelievable,positive,1
thing be be realy enjoy lecture please teach everything learn entire life,imperative,5
like much video thank,positive,1
be one who explaind derivation breshanham algorithm youtube even university teacher didnt explain,positive,1
sir do video sutherland line polygon clip algorithm,imperative,5
but algorithm aplies let know misin ' smthing thanks amaze explanation,imperative,5
thank master,positive,1
thank sir realy nice explanation,positive,1
sir help alot thank,positive,1
thank abdul bari leson be useful,positive,1
wrong how be define pnext pk positive negative,interrogative,4
helo ie how y,interrogative,4
content computer graphic ned either udemy course youtube video,imperative,5
please provide midpoint circle algo,imperative,5
example be god help alot understand,positive,1
watch sped be perfect understand wel,miscellaneous,6
expect mid point circle algorithm detail,imperative,5
sir please upload video related circle algorithm,imperative,5
what slope les,interrogative,4
interest,positive,1
anyone try figure how implement be implementation create pseudo code wiki replace clas that 's not foundlike vector color be clas create,miscellaneous,6
sir pls make lecture course python also,imperative,5
what be formula,interrogative,4
take example teach thq,imperative,5
algorithm initial value be compute eroneously should dydx nonetheles thank great video,corrective,3
realy nice explanation,positive,1
can show tou use red color marker delta pdydx but algo use pdxdy but know dx dy,interrogative,4
can anyone explain why do subtract pk pnext pknest pk mean what refers,interrogative,4
wel explainedthanks,positive,1
be best far have se bresenham 's algorithm explanation deserve acolade,positive,1
sir what hapen be not les,interrogative,4
sir why come clg sir jst grt,positive,1
hey be study virtual reality help graphic do much thanks,positive,1
pseudocode be wrong somehow try,corrective,3
sir also explain da paper mca sylabus,imperative,5
thank sir be usefuland helpful exam thank much sir,positive,1
pls sir make video bresenhms circle draw algo pls,imperative,5
can explain mid point circle concept computer graphic,interrogative,4
sir ak video bresenham ’ s circle draw algorithm bna dijiye,imperative,5
pdydx not pdxdy,corrective,3
please make video midpoint circle algorithm bresenhams circle algorithm,imperative,5
sir be realy great especialy way explanation se anyone like youtube,positive,1
be realy not posible get pnext pk be analyze condition how come instead have condition pk,interrogative,4
sir please make another video circle draw,imperative,5
what should do line end point please solve,interrogative,4
what should do ? slopem,interrogative,4
start,miscellaneous,6
start love sir god mashalah sir mashalah love you sir,positive,1
wel do sir,positive,1
sir sory apne yeh galat kraya jb hme pnext kbhi pta hi hai toh compare kese kra apko vaha sirf pk likhna tha voh khud xk yk ke bare btata hai next likh kr apne ques gdbdh kr dya,miscellaneous,6
god,positive,1
adorable videosinded plz upload video computer graphic,imperative,5
sirplz bring video computer graphicsits realy ned,imperative,5
sir should dydx instead dxdy,corrective,3
nice explanation example be explain easily carefuly,positive,1
super ji,positive,1
thank sir help alot,positive,1
sir be realy great teach influence every studentsi be totaly satisfied lecturesi hope wil make video computer graphic,imperative,5
sir plz discus topic bresenham 's circle algorithm asap,imperative,5
sir plz make course java wil help u crack interview wil also help u cod round,imperative,5
understand cg thanks sir valuable video please update ac top mca sem sylabus also how make note,imperative,5
be helpful sir thank,positive,1
sir please can provide video mid point circle draw algorithm,imperative,5
thank much sir pls kep make video,imperative,5
please make vedio bresenhem circle draw algorithm example,imperative,5
excelent,positive,1
sir please post circle generate algorithm cg,imperative,5
lecture be exclusive have never se lecture,positive,1
excelent lecturethank sir,positive,1
nice explanation sir,positive,1
nice,positive,1
godsend,positive,1
god job sir easy learn ur teach thank sir,positive,1
great teach sir,positive,1
sir pls post circle draw algorithm,imperative,5
be helpfulthank sir,positive,1
awesome thank much,positive,1
thanks sir,positive,1
who knew dave at customer service be algorithm wizard ?,miscellaneous,6
sir do mistake check itm not,corrective,3
explain be point use bresenham algorithm finish whole point end point like etc,imperative,5
sir please make video program,imperative,5
thanku much siru have explain welthanx alot,positive,1
be sory pdydx not pdxdy lecturer be great atend normal clas thank also be great lecturer analysis algorithm have knowm time complexity thank,corrective,3
excelent sir,positive,1
best lecture have ever se,positive,1
dydx please corect,corrective,3
wil case,interrogative,4
sir be slight mistake decision parameter algorithm be pdy dx,corrective,3
no mater whose dislikers be,positive,1
thank sir,positive,1
thank much,positive,1
sir please make video computer graphic much ned,imperative,5
why wil constant not have efect decision sir ?,interrogative,4
sir asalamualaikum pk help u decide which pixel chose why ned deduce pknext pk ? ? kindly help,interrogative,4
bad thought come mind watch video be diference method teach colege teacher,positive,1
sir pls make vedios midpoint circle draw algorithm midpoint elipse draw algorithm exam be come near can understand lecture easily,imperative,5
god manifest form thank,positive,1
sir pls make vedios midpoint circle draw algorithm midpoint elipse draw algorithm be realy wait ur lecture short period time,imperative,5
last derivation be confuse,negative,2
asalamu alykum,positive,1
air kindly upload breshems circle draw algorithm,imperative,5
god explaintion sir thanks video,positive,1
sir what condition x,interrogative,4
sir can uh please upload video bresenham 's circle algorithm,interrogative,4
sir value should dy dx have write dx dy,corrective,3
be always best case,positive,1
should pdydx instead pdxdy,corrective,3
sir ji thankyou thankyou bahut sara,positive,1
bhagwan ho tum,positive,1
hmra monday ki paper hai sr cmputr graphic ka plz mid circle point algo elips algo video upload kr den jald,miscellaneous,6
aploads plz mid circle point algo elips algo plz,imperative,5
but wil work line whose slope be les right ?,interrogative,4
thank muchnow clearly understod bresenham 's algo,positive,1
sir last sem due alone survive algorithm sem wil help survive graphic wel desperately wish teacher could explain like,imperative,5
thank youyou be best teacher,positive,1
god teach sir,positive,1
great job sir,positive,1
thanx lot sir g,positive,1
sir be confusion decision variabe initial meaning also next please describe,interrogative,4
moj a gyi,positive,1
sir pdydx have write pdxdy great vedio sir kep,corrective,3
greatgreatgreatsimple amaze explainationi do not get bore even secsuperb,positive,1
sir plz upload video give explanation ai algorithm,imperative,5
example,miscellaneous,6
sir be titlebok write you ? ,interrogative,4
sir please make video line clip,imperative,5
god explanation sir can make series computer graphic algorithm,imperative,5
sir please make video max flow min cut,imperative,5
sir be outstanding make crystal clearthank much put efort,positive,1
what,interrogative,4
dimag hil gaya,miscellaneous,6
wel explain,positive,1
best teacher have ever senthe way explain be awsome,positive,1
algo explaination start thank later,miscellaneous,6
thamk sir upload,positive,1
int take byte memory computer manipulate bit float take byte computer manipulate bit think can reason why float operation take time do make sense ? but da be dx dy be declare result division wil also integer,interrogative,4
wil please upload circle draw algorithm line clip algorithm rotation algorithm,imperative,5
love sir get god mark da thanks video,positive,1
thank sirfor great explanationplz make video graphical theorem 's like polygon fil boundry fil algorithmplz sirmy exam be start marchplz help sir,imperative,5
sir pls make video computer graphic,imperative,5
what legend,positive,1
thankyou sir acepted request,positive,1
best teacher ever,positive,1
implement hashfunction like would consider proper implementation algorithm,interrogative,4
fantastic explanation sir help imensely,positive,1
love much teach style sir,positive,1
abdul bari be one best teacher algorithm se video get no mater how hard topic be wish teacher colege be like mr bari be reading sir thank can also make video topic like system design ?,interrogative,4
much wel tushar roy much much wel geksforgeks intuitive explanation,positive,1
here 's algorithm implement java ,positive,1
use base would lead lot hash colision like aef acz hash function but use base would not probability colision would reduce drasticaly,miscellaneous,6
great explanation,positive,1
man realy god explanation even dumiesimple clearnice video thanks,positive,1
helo which one be comprehensive udemy one youtube ?,interrogative,4
thank,positive,1
sir how come function be take constant time calculate code substringit wil take time be iterate substring ad valueplz help understand this ?,interrogative,4
please put link donation wil love donate chanel,imperative,5
excelent explanation,positive,1
realy great,positive,1
mr bari be god man pray continue god work please let u know there 's way viewer can help suport,imperative,5
come brazil,miscellaneous,6
be great,positive,1
great teacher,positive,1
sir think should improve video quality reduce sound,imperative,5
night algorithm exam,positive,1
wonderful explanation thank sir,positive,1
be close achieve greatnes,miscellaneous,6
april ? end game ?,miscellaneous,6
great leson,positive,1
nice explanation,positive,1
thank,positive,1
best,positive,1
have prof but try do alphabetical sort base hash function get no colision multiply power asume string wil contain lowercase character,miscellaneous,6
god tutorial,positive,1
sir col,positive,1
thank much excelent work can avoid multiply m 's concatenate digit ? sory sound naive,interrogative,4
god explanation sir thanq,positive,1
also one thing can stil have spurious hit although chance be les example hash code 'dab ' hash code 'dak ' also,miscellaneous,6
great explanation sir ad bad case time complexity wil omxnm since be nm posible substring size ned 'm ' number iteration compare substring patern please check link have crystal clear clarity ,imperative,5
god job abdul,positive,1
wel afterprefixsumoptimization rabinkarp wil work,miscellaneous,6
great abdul sir,positive,1
sir can pls make video string match use naive algorithm,imperative,5
wel explain thank uh sir,positive,1
explain wel,positive,1
love you thank,positive,1
define robin karp algo string match modulo how many spurious hit do rabin karp matcher counter next nd patern be phow can solve ?,interrogative,4
explain algorithm sir,negative,2
oh waiti think i ’ m familiar rol hash fxn,miscellaneous,6
great sir yr method teach sub be excelentyou make sub easy,positive,1
sir kindly make vedio rsarblow fishto fish algorithm,imperative,5
teach skil be excelent video help alot,positive,1
sir would realy helpful include actual algorithm,imperative,5
but stil be drawback function,miscellaneous,6
dear sir want ask how can decide hash function be way have think like detective ?,interrogative,4
hash function be dynamic user 's wish fine thanq sir,positive,1
legend ary god,positive,1
life saver thanks man,positive,1
video clear confusion start simple love how go naive hash function show importance pick god hash function avoid colision great video subed,positive,1
sirji ap hera ho,positive,1
thx think be best clearest explanation,positive,1
briliant,positive,1
nicely explain but couldnt get complete step step algorithm pseudo code,negative,2
wonderful explanationthank sir,positive,1
join course udemycom price url ? couponcodelearncp course cover topic basic advance level every topic be cover great detail suitable example suitable academic industry,miscellaneous,6
explain wel,positive,1
but sir perform big numberthat wil lead high chance spurious hitsbecause value hash function wil smal rangesay,interrogative,4
great work make algo crystal clear,positive,1
be fan teach,positive,1
god bles,positive,1
wonderfuly clear explanation thank much kep god work,positive,1
bht bdia bataya sir mja agaya,positive,1
thanks much broke built gradualy understand,positive,1
clear explanation thank,positive,1
great explanation thanks,positive,1
sir please try make one video lecture string match finite automaton,imperative,5
sir can make video string match finite automaton ?,interrogative,4
ty sir,positive,1
thanku sir,positive,1
great gradual explanation thank much sir,positive,1
patience thank great explanation,positive,1
great content sir have watch video geksrgeks tusharoy but ur content be one which actualy clear confusion thank sir,positive,1
helo sir be one ur student vani,positive,1
amaze explanation,positive,1
great explanation sir sum entire video min watch video can understand every line cormen easily thankyou sir,positive,1
interest,positive,1
excelent realy helpful,positive,1
rabinkarp be also useful match multiple patern simultaneously,miscellaneous,6
koma lecture sir,miscellaneous,6
think sir work algorithm great se advance algorithm lecture,positive,1
thank sir wonderful explanation,positive,1
profesor abdul bari thank much hard work god bles,positive,1
thank much sir please make video computability decidable undecidable problem,imperative,5
have learn much cant thank enough get course back get data structure course cant wait start,positive,1
sir please upload video graph algorithm tre be portion every one face problem detect cycle direct graph undirected graph algorithm like hamiltonian etc type tre like redblack tre tre great depth topological sort dag graphrelated algorithm which fel beneficial u but have not yet cover be reading coment please like know have read,imperative,5
thanks,positive,1
dear sir do compiler design tutorial way explain be awesome,imperative,5
man be owsome singhamful knowledge,positive,1
anyone know what order watch video ? playlist algorithm youtube one data structure algorithm udemy take udemy course would cover youtube wel ?,interrogative,4
thank sirbut video be uploaded low qualityreaching upto,negative,2
thank sir,positive,1
dear sir have clear exam take lecture ur video thank much sir,positive,1
sir please make video mid point circle mid point elipse algorithm also asap,imperative,5
thanks sir,positive,1
absolute legend,positive,1
méxico agre previous coment explanation be clearer algorithm course great job sir,positive,1
top recursion tre should think but answer be wrong explain this ? ?,interrogative,4
alah bhala kry be indian bhai jan ka inki wjha sy ye smjh agya,miscellaneous,6
simply excelent,positive,1
awesome explanation would wel can explain why adition be make diagonal element match be found why max two be take else help understand problem solution deper,imperative,5
abdul sir ap na hote toh yahan back pe back lag rhi hoti algo d mein thanks,positive,1
thank so much be great explain god bles,positive,1
wel explainedned efort,positive,1
be best kep be best algorithm,positive,1
nice explainthank sir,positive,1
wish english subtitle close caption should acesibility suport,imperative,5
thank video,positive,1
realy great teacher that 's can say,positive,1
please lecturer lecturer be dumb,positive,1
bht badiya samjhaya,positive,1
sir explain code wel but told how exactly one wil arive scratch specialy last part max function thanks anyways solid explanation,positive,1
love sir,positive,1
thank much amazingly clear explanation,positive,1
what 's diference udemy course video ?,interrogative,4
abdul bari sir hat love bangladesh,positive,1
thank sir be realy helpful,positive,1
dayı kolar ağdalı mı aq,miscellaneous,6
public treasure,positive,1
thank sir please could do video long increase subsequence also ?,interrogative,4
thanks alot sir realy clear many concept jazakalah,positive,1
thank so much sir,positive,1
thank much be realy useful best life,positive,1
last else statement why should chose maximum value ? what be reason chose maximum value ?,interrogative,4
guru ji,positive,1
sir be best,positive,1
guru aham bhramasmi,positive,1
apni best bhai,positive,1
bos,positive,1
bos,positive,1
hero,positive,1
awesome,positive,1
search topic hop find video cause no explanation can beat thank sir,positive,1
thank sir efort god bles,positive,1
donate patreon page guysi do even would help kep extraordinary lecture alive,positive,1
thank sir,positive,1
wil tel junior pay colege fe instead fuck colege,positive,1
dynamic,miscellaneous,6
finaly video have supertechnical language entire method be easy understand,positive,1
best algorithm chanel youtube,positive,1
can please explain why take which be match first two row ? be repetition word row column what do mean should ad diagonal element not ? please reply asap have exam within wek thank,interrogative,4
amaze teacher god bles sir,positive,1
be great teacher thank much god bles,positive,1
be best teacher best best,positive,1
please also ad algorithm problem video atleast give note algorithm,imperative,5
tomorow be semester end examsthen abdul bari sir video wil give knowledge ful mark,positive,1
awesome university 's lecturer be fail explain make hard everyone make easy posible hat sir,positive,1
thank much amazingly clear explanation have pay order subscribe would do hapily,positive,1
sir dont know who run audio but he 's realy realy bad know what he 's audio almost video be clip be not way bost volume level maybe gain mic be set high but probably not,imperative,5
thank mrbari last time have watch video picked litle could understand thoroughly have work problem clear doubt can aply problem moral story be work problem come inteligent teacher,positive,1
man be great job help student video may god fil dream best wish,positive,1
curently standard be able understand concept be guru,positive,1
thank sir wonderful lecture,positive,1
realy apreciate way teach not even moment make fel like be complex topic have se teacher teach way make think how comunicate wel coleague think oposite person should not fel like be complex isue,positive,1
want understand long comon subsequence problem clearly think be video must watch,positive,1
awesome explanation,positive,1
simply beautiful,positive,1
rock,positive,1
realy thanks course finaly understand question clearly,positive,1
omg living legend,positive,1
awesome,positive,1
awesome explanation have explain much easehats,positive,1
excelent work sir,positive,1
excuse sir which be recurence relation lcs algorithm be tnm tnm tnm,interrogative,4
damn what god video lol,positive,1
omgsh make clear thank much hard work find corect example make video neat short but complete thank so much,positive,1
lecturer explain u vaguely but se why thing hapen thank sir,positive,1
can solve via backtracking right ?,interrogative,4
sir way teach be incredible not clear concept but also urge se video thanks uploaded type video,positive,1
god level teach,positive,1
great explanation but would awesome could explain how derive algorithm,imperative,5
thank,positive,1
be realy great explanation but could explain aproach take get dp algorithm rather say botom top,imperative,5
thank sir,positive,1
helo felow comunity could problem solve complexity use dp ?,interrogative,4
real profesorhats thank,positive,1
sir be matchingwhy didnt ad thank sir,positive,1
thanks,positive,1
first thank much sir teach hactic problem much easy way sir can provide code dynamic program aproach wil thankful,imperative,5
why be rasgula mouth teach,miscellaneous,6
not god not video lecture want,negative,2
god explanation sir point explanation specificaly god revision video be helpful,positive,1
sot lagani hai,miscellaneous,6
reading board,negative,2
sir explain concept narate bokish line,negative,2
be dsa btre not database tre nonsense,negative,2
many thanks sir,positive,1
thank so much,positive,1
best,positive,1
god example sir,positive,1
thank sir do clear,positive,1
thanks teach,positive,1
amaze explanation sir,positive,1
god explanation,positive,1
thank sirits helpful,positive,1
can explian deletion method,interrogative,4
tq sir,positive,1
do input sequence mater calculate tre,positive,1
thanks be helpful profesor spent wek explain spent minute finish thank,positive,1
thanks lot sir,positive,1
concept clear thank sir,positive,1
thanks,positive,1
siri ca n't understod how find median ?,interrogative,4
wel explain les timethank sir fr make video,positive,1
sir how find median even number,interrogative,4
explanation be gon na clear concept lifetime thank uh much sir,positive,1
